Chr Start End
chr1 10095574 10095579
chr1 10101127 10101132
chr1 10399648 10399665
chr1 10400405 10400413
chr1 10400531 10400539
chr1 10403113 10403115
chr1 10411448 10411450
chr1 10411469 10411474
chr1 10413188 10413190
chr1 10417004 10417006
chr1 10419636 10419638
chr1 10419654 10419656
chr1 10419729 10419740
chr1 10463166 10463171
chr1 10467277 10467282
chr1 10639437 10639511
chr1 10639611 10639679
chr1 10639779 10639853
chr1 10643208 10643282
chr1 10648133 10648140
chr1 10649070 10649138
chr1 10653981 10654055
chr1 10654155 10654219
chr1 10654419 10654430
chr1 10654532 10654592
chr1 10655649 10655664
chr1 11027047 11027049
chr1 11027350 11027352
chr1 11027497 11027499
chr1 11027611 11027616
chr1 11045466 11045468
chr1 11045475 11045480
chr1 11045529 11045531
chr1 11045535 11045540
chr1 11046556 11046557
chr1 11046602 11046604
chr1 11046608 11046610
chr1 11046900 11046902
chr1 11046924 11046926
chr1 11055823 11055825
chr1 11056620 11056622
chr1 11058809 11058811
chr1 11058869 11058871
chr1 11059273 11059278
chr1 11059797 11059799
chr1 11649947 11649949
chr1 11795154 11795156
chr1 11795166 11795168
chr1 11796302 11796304
chr1 11796335 11796337
chr1 11796356 11796358
chr1 11796395 11796397
chr1 11801351 11801356
chr1 11823722 11823724
chr1 11824503 11824505
chr1 11827180 11827182
chr1 11833969 11833971
chr1 11834523 11834525
chr1 11836061 11836069
chr1 11840158 11840169
chr1 11847170 11847175
chr1 11847191 11847196
chr1 11858287 11858292
chr1 11972935 11972937
chr1 11972941 11972943
chr1 11974746 11974748
chr1 11974776 11974778
chr1 12001497 12001499
chr1 12001503 12001505
chr1 12578852 12578854
chr1 12578891 12578893
chr1 12666088 12666090
chr1 12666550 12666552
chr1 12666640 12666642
chr1 12725349 12725351
chr1 12725811 12725813
chr1 12725901 12725903
chr1 13614377 13614382
chr1 13778873 13778941
chr1 13778963 13779031
chr1 13779242 13779313
chr1 13781195 13781263
chr1 13781279 13781350
chr1 13781366 13781437
chr1 13781792 13781860
chr1 13782158 13782229
chr1 15425875 15425910
chr1 15425983 15426018
chr1 15440580 15440582
chr1 15443423 15443425
chr1 15445603 15445605
chr1 15461648 15461650
chr1 15467392 15467394
chr1 15481185 15481187
chr1 15483268 15483270
chr1 15487291 15487293
chr1 15504618 15504620
chr1 15505999 15506001
chr1 15577751 15577753
chr1 15577757 15577759
chr1 15579012 15579014
chr1 15579018 15579020
chr1 15579024 15579026
chr1 15580132 15580134
chr1 15638428 15638430
chr1 15848068 15848151
chr1 15911101 15911302
chr1 15916128 15916280
chr1 15918926 15919052
chr1 15919404 15919518
chr1 15942164 15942232
chr1 15942656 15942727
chr1 15943068 15943136
chr1 15943152 15943195
chr1 15943399 15943425
chr1 15943440 15943508
chr1 15943603 15943671
chr1 15943687 15943716
chr1 15943808 15943848
chr1 15943863 15943896
chr1 15944300 15944336
chr1 15944351 15944419
chr1 15944435 15944503
chr1 15944519 15944587
chr1 15944699 15944767
chr1 15944783 15944840
chr1 15944937 15944949
chr1 16027429 16027431
chr1 16027435 16027436
chr1 16027821 16027823
chr1 16027871 16027873
chr1 16027880 16027882
chr1 16047907 16047909
chr1 16049239 16049241
chr1 16049245 16049246
chr1 16049618 16049620
chr1 16049668 16049670
chr1 16049677 16049679
chr1 16051526 16051528
chr1 16132172 16132174
chr1 16133295 16133297
chr1 16133352 16133369
chr1 16133481 16133491
chr1 16232291 16232298
chr1 16232510 16232515
chr1 16233670 16233693
chr1 16404014 16404040
chr1 16404967 16404977
chr1 16988438 16988440
chr1 16988450 16988452
chr1 16995979 16995981
chr1 17024012 17024014
chr1 17069101 17069103
chr1 17079338 17079343
chr1 17079350 17079352
chr1 17079407 17079409
chr1 17082641 17082643
chr1 17092523 17092525
chr1 17092532 17092534
chr1 17093567 17093568
chr1 17093583 17093585
chr1 17093589 17093591
chr1 17093598 17093600
chr1 17093622 17093624
chr1 17093628 17093630
chr1 17093634 17093636
chr1 17095927 17095929
chr1 17095933 17095935
chr1 17095939 17095941
chr1 17095945 17095947
chr1 17095951 17095953
chr1 17225859 17225861
chr1 17225865 17225867
chr1 17225871 17225873
chr1 17225895 17225897
chr1 17225928 17225929
chr1 17226033 17226035
chr1 17226041 17226043
chr1 17230206 17230208
chr1 17230572 17230577
chr1 17230608 17230610
chr1 17230629 17230634
chr1 17230641 17230643
chr1 17232882 17232884
chr1 17232891 17232893
chr1 17237414 17237416
chr1 17237420 17237422
chr1 17244184 17244186
chr1 17338086 17338088
chr1 17338092 17338094
chr1 17338098 17338100
chr1 17338122 17338124
chr1 17338131 17338133
chr1 17338137 17338139
chr1 17338155 17338156
chr1 17339688 17339690
chr1 17339696 17339698
chr1 17346128 17346130
chr1 17346137 17346139
chr1 17347941 17347946
chr1 17347950 17347952
chr1 17347998 17348003
chr1 17348010 17348015
chr1 17354539 17354541
chr1 17354596 17354598
chr1 17354605 17354610
chr1 17356083 17356085
chr1 17356089 17356091
chr1 17363678 17363680
chr1 17363696 17363698
chr1 18635111 18635241
chr1 18636237 18636275
chr1 18691816 18691954
chr1 18700653 18700695
chr1 18703213 18703296
chr1 18874503 18874505
chr1 18875501 18875503
chr1 18877509 18877511
chr1 18877611 18877613
chr1 18879300 18879301
chr1 18879370 18879374
chr1 18881700 18881711
chr1 18881867 18881869
chr1 18883169 18883171
chr1 18883178 18883180
chr1 19161136 19161148
chr1 19161589 19161737
chr1 19161827 19161889
chr1 19267402 19267428
chr1 19269280 19269282
chr1 19269310 19269312
chr1 19269352 19269372
chr1 19269583 19269596
chr1 19270451 19270453
chr1 19270526 19270531
chr1 19270811 19270813
chr1 19270919 19270921
chr1 19273928 19273930
chr1 19273943 19273945
chr1 19282833 19282859
chr1 19284125 19284126
chr1 19284686 19284688
chr1 19284694 19284696
chr1 19284724 19284726
chr1 19284766 19284786
chr1 19285018 19285031
chr1 19285888 19285890
chr1 19285963 19285968
chr1 19286248 19286250
chr1 19286356 19286358
chr1 19288563 19288565
chr1 19288578 19288580
chr1 19304228 19304230
chr1 19304327 19304353
chr1 19306147 19306148
chr1 19307002 19307004
chr1 19307010 19307012
chr1 19307040 19307042
chr1 19307082 19307102
chr1 19307314 19307327
chr1 19308158 19308160
chr1 19308233 19308238
chr1 19308518 19308520
chr1 19308626 19308628
chr1 19311894 19311896
chr1 19311909 19311911
chr1 19814844 19814984
chr1 19882730 19882732
chr1 19890389 19890391
chr1 19897600 19897602
chr1 19920340 19920342
chr1 19920346 19920348
chr1 19920409 19920411
chr1 19922386 19922391
chr1 19922649 19922651
chr1 19922655 19922657
chr1 19922661 19922663
chr1 19922667 19922669
chr1 19922673 19922675
chr1 19975776 19975778
chr1 19975803 19975805
chr1 19978025 19978027
chr1 19978103 19978108
chr1 19978412 19978414
chr1 19978418 19978420
chr1 19978424 19978426
chr1 20086181 20086183
chr1 20086187 20086189
chr1 20086193 20086195
chr1 20089802 20089807
chr1 20090606 20090608
chr1 20114216 20114218
chr1 20115595 20115600
chr1 20116365 20116367
chr1 20116371 20116373
chr1 20116377 20116379
chr1 20143544 20143546
chr1 20143550 20143552
chr1 20143556 20143558
chr1 20144593 20144598
chr1 20148234 20148236
chr1 20175039 20175041
chr1 20175045 20175047
chr1 20175051 20175053
chr1 20500729 20500845
chr1 20604966 20604968
chr1 20604972 20604974
chr1 20613870 20613872
chr1 20613879 20613881
chr1 20638010 20638012
chr1 20645684 20645686
chr1 20715577 20715600
chr1 20886354 20886362
chr1 21225277 21225279
chr1 21225289 21225291
chr1 21227175 21227177
chr1 21227184 21227189
chr1 21560742 21560744
chr1 21563140 21563142
chr1 21564085 21564087
chr1 21573796 21573798
chr1 21575744 21575746
chr1 21575870 21575872
chr1 21736558 21736560
chr1 21756664 21756666
chr1 21823644 21823646
chr1 21824195 21824197
chr1 21824347 21824349
chr1 21824778 21824780
chr1 21827863 21827867
chr1 21980911 21980913
chr1 21983698 21983700
chr1 21986537 21986539
chr1 22005534 22005536
chr1 22006882 22006884
chr1 22009711 22009713
chr1 22078506 22078529
chr1 22081785 22081795
chr1 22086439 22086444
chr1 22512092 22512135
chr1 22512924 22512953
chr1 22512968 22513036
chr1 22513052 22513123
chr1 22517308 22517376
chr1 22517392 22517463
chr1 22520075 22520146
chr1 22520159 22520227
chr1 22520243 22520276
chr1 22521496 22521535
chr1 22521583 22521654
chr1 22522388 22522459
chr1 22524229 22524300
chr1 22524322 22524393
chr1 22597467 22597477
chr1 22597676 22597693
chr1 22597744 22597746
chr1 22598937 22598939
chr1 22895483 22895488
chr1 22895561 22895566
chr1 22906100 22906110
chr1 22906710 22906727
chr1 22906778 22906780
chr1 22908052 22908054
chr1 23055949 23056038
chr1 23057499 23057501
chr1 23057547 23057552
chr1 23083206 23083208
chr1 23083233 23083238
chr1 23361978 23362046
chr1 23362062 23362130
chr1 23362146 23362214
chr1 23362230 23362298
chr1 23362314 23362382
chr1 23362398 23362466
chr1 23362482 23362550
chr1 23362566 23362634
chr1 23362650 23362718
chr1 23362734 23362802
chr1 23362818 23362886
chr1 23362902 23362970
chr1 23384346 23384418
chr1 23387273 23387324
chr1 23436995 23437045
chr1 23437130 23437152
chr1 23521062 23521072
chr1 23521837 23522057
chr1 23524383 23524423
chr1 23794131 23794133
chr1 23794481 23794483
chr1 23794583 23794585
chr1 23797121 23797123
chr1 23797740 23797742
chr1 23797752 23797754
chr1 23798192 23798194
chr1 23798204 23798206
chr1 23798651 23798656
chr1 23798897 23798911
chr1 23798966 23798974
chr1 23804451 23804453
chr1 23804478 23804480
chr1 23808180 23808182
chr1 23820528 23820530
chr1 23854441 23854443
chr1 24919262 24919264
chr1 24927584 24927586
chr1 24927653 24927655
chr1 24927665 24927667
chr1 25780957 25780959
chr1 25783724 25783726
chr1 25972700 25972702
chr1 25974632 25974634
chr1 25976732 25976734
chr1 26066363 26066441
chr1 26114348 26114374
chr1 26114417 26114422
chr1 26122041 26122043
chr1 26170164 26170184
chr1 26170418 26170473
chr1 26361882 26361950
chr1 26361966 26362023
chr1 26362116 26362128
chr1 26363053 26363121
chr1 26363137 26363155
chr1 26364532 26364583
chr1 26425483 26425488
chr1 26426242 26426291
chr1 26426303 26426356
chr1 26438204 26438206
chr1 26442803 26442805
chr1 26457885 26457887
chr1 26546960 26546984
chr1 26547189 26547192
chr1 26547243 26547245
chr1 26553481 26553483
chr1 26560780 26560806
chr1 26560849 26560851
chr1 26571461 26571463
chr1 26850318 26850320
chr1 26863378 26863380
chr1 26863597 26863599
chr1 26888994 26889005
chr1 26889863 26889865
chr1 26890025 26890042
chr1 27107820 27107822
chr1 27114156 27114158
chr1 27359864 27359866
chr1 27360728 27360730
chr1 27360773 27360799
chr1 27369407 27369409
chr1 27369413 27369415
chr1 27369419 27369421
chr1 27369425 27369427
chr1 27550448 27550486
chr1 27550892 27550930
chr1 27614533 27614535
chr1 27615579 27615581
chr1 27615696 27615722
chr1 27897086 27897122
chr1 27897633 27897708
chr1 27906928 27907042
chr1 27945252 27945254
chr1 27945258 27945260
chr1 27949066 27949068
chr1 27953241 27953243
chr1 27955699 27955701
chr1 27955822 27955824
chr1 27955828 27955830
chr1 27967075 27967080
chr1 27978404 27978406
chr1 28004396 28004398
chr1 28004402 28004404
chr1 28272302 28272304
chr1 28274960 28274962
chr1 28279236 28279238
chr1 28593845 28593856
chr1 28593935 28593943
chr1 28691680 28691682
chr1 28692990 28692992
chr1 28693002 28693004
chr1 28693011 28693013
chr1 28693044 28693046
chr1 28696927 28696928
chr1 28696964 28696966
chr1 28696976 28696978
chr1 28696988 28696990
chr1 28743534 28743536
chr1 28743654 28743656
chr1 28743726 28743728
chr1 28743741 28743743
chr1 29194040 29194042
chr1 29195969 29195977
chr1 29202045 29202046
chr1 29203131 29203139
chr1 29203196 29203207
chr1 29206811 29206813
chr1 29216129 29216131
chr1 29312606 29312608
chr1 29312702 29312704
chr1 29315499 29315501
chr1 29323784 29323786
chr1 30874307 30874312
chr1 31346713 31346741
chr1 31348829 31348855
chr1 31365901 31365903
chr1 31365907 31365909
chr1 31619298 31619300
chr1 31623736 31623738
chr1 31632505 31632540
chr1 31633226 31633261
chr1 31744679 31744684
chr1 31910112 31910113
chr1 31911696 31911698
chr1 31911713 31911715
chr1 31911809 31911811
chr1 32276456 32276482
chr1 32276639 32276641
chr1 32279889 32279891
chr1 32324493 32324495
chr1 32327004 32327006
chr1 32327028 32327030
chr1 32327567 32327569
chr1 32327573 32327575
chr1 32330638 32330640
chr1 32330836 32330838
chr1 32362747 32362773
chr1 32362816 32362818
chr1 32363849 32363851
chr1 32480920 32480988
chr1 32481004 32481070
chr1 32485101 32485107
chr1 32595074 32595142
chr1 32595158 32595224
chr1 32600087 32600093
chr1 32621865 32621870
chr1 32634773 32634775
chr1 32797790 32797792
chr1 32797835 32797837
chr1 32806482 32806484
chr1 32806494 32806496
chr1 32810998 32811000
chr1 32889223 32889258
chr1 32893614 32893630
chr1 32893765 32893785
chr1 32946552 32946554
chr1 32948230 32948232
chr1 32948254 32948349
chr1 32949657 32949775
chr1 32964051 32964131
chr1 32964182 32964331
chr1 33013259 33013261
chr1 33014564 33014569
chr1 33014594 33014595
chr1 33021367 33021369
chr1 33021378 33021380
chr1 33021602 33021604
chr1 33021701 33021704
chr1 33024442 33024448
chr1 33024508 33024510
chr1 33024523 33024525
chr1 33036739 33036756
chr1 33084056 33084058
chr1 33181049 33181171
chr1 33181271 33181402
chr1 33280453 33280458
chr1 33281587 33281651
chr1 33281666 33281734
chr1 33281750 33281812
chr1 33294937 33294944
chr1 33294959 33295016
chr1 33295147 33295165
chr1 33295180 33295248
chr1 33295270 33295306
chr1 33298930 33298963
chr1 33307186 33307188
chr1 33307192 33307194
chr1 33331350 33331454
chr1 33494472 33494540
chr1 33494556 33494624
chr1 33494640 33494708
chr1 33494724 33494792
chr1 33494967 33495035
chr1 33495051 33495119
chr1 33495135 33495203
chr1 33495219 33495287
chr1 33495303 33495371
chr1 33495387 33495455
chr1 33864216 33864428
chr1 33864468 33864674
chr1 35007048 35007099
chr1 35008752 35008806
chr1 35008824 35008925
chr1 35010447 35010466
chr1 35010484 35010588
chr1 35010770 35011037
chr1 35011890 35011929
chr1 35011950 35012006
chr1 35012431 35012492
chr1 35014748 35014855
chr1 35014874 35014889
chr1 35014988 35015105
chr1 35015138 35015163
chr1 35019353 35019445
chr1 35097475 35097567
chr1 35104295 35104320
chr1 35104353 35104470
chr1 35104557 35104572
chr1 35104590 35104697
chr1 35110384 35110448
chr1 35111772 35111804
chr1 35113184 35113444
chr1 35184591 35184594
chr1 35187001 35187004
chr1 35370530 35370628
chr1 35381259 35381284
chr1 35381317 35381434
chr1 35381546 35381561
chr1 35381579 35381686
chr1 35381717 35381759
chr1 35385442 35385505
chr1 35385532 35385593
chr1 35386074 35386130
chr1 35386151 35386190
chr1 35387003 35387060
chr1 35387463 35387567
chr1 35387586 35387605
chr1 35388910 35389011
chr1 35389029 35389083
chr1 35389948 35389999
chr1 36036217 36036219
chr1 36039859 36039861
chr1 36039955 36039957
chr1 36055093 36055095
chr1 36089025 36089027
chr1 36091258 36091266
chr1 36091937 36091939
chr1 36092423 36092425
chr1 36093105 36093107
chr1 36093234 36093236
chr1 36093240 36093245
chr1 36289673 36289696
chr1 36354399 36354401
chr1 36358737 36358739
chr1 36358788 36358814
chr1 36806201 36806203
chr1 36825782 36825784
chr1 36825797 36825799
chr1 37481693 37481695
chr1 37482516 37482541
chr1 37482737 37482784
chr1 37575643 37575657
chr1 37576494 37576517
chr1 37721829 37721846
chr1 37723041 37723051
chr1 37835130 37835204
chr1 37835675 37835745
chr1 37838625 37838630
chr1 37838645 37838719
chr1 37838732 37838757
chr1 37839920 37839970
chr1 37839985 37840059
chr1 37840075 37840149
chr1 37887456 37887458
chr1 37888317 37888319
chr1 37968105 37968135
chr1 37969354 37969420
chr1 37999320 37999394
chr1 38045550 38045729
chr1 38855806 38855817
chr1 38856960 38856974
chr1 38859422 38859445
chr1 38886666 38886668
chr1 38896017 38896019
chr1 39460734 39460769
chr1 39461930 39461965
chr1 39661187 39661189
chr1 39682602 39682637
chr1 39683955 39683990
chr1 39684063 39684098
chr1 39770233 39770235
chr1 39841873 39841914
chr1 39850204 39850206
chr1 39854018 39854020
chr1 40074115 40074117
chr1 40078587 40078589
chr1 40092062 40092064
chr1 40236446 40236514
chr1 40236713 40236790
chr1 40236842 40236910
chr1 40236926 40237000
chr1 40237013 40237087
chr1 40237103 40237177
chr1 40237562 40237639
chr1 40238081 40238158
chr1 40238216 40238287
chr1 40238630 40238707
chr1 40238786 40238863
chr1 40238921 40238998
chr1 40239032 40239109
chr1 40239347 40239424
chr1 40285973 40285978
chr1 40285985 40285987
chr1 40292484 40292486
chr1 40292496 40292498
chr1 40374202 40374224
chr1 40406736 40406786
chr1 40462903 40462971
chr1 40462987 40463055
chr1 40463071 40463139
chr1 40463155 40463223
chr1 40463239 40463307
chr1 40463323 40463391
chr1 40463407 40463475
chr1 40463491 40463559
chr1 40495289 40495357
chr1 40495373 40495441
chr1 40495457 40495525
chr1 40495541 40495609
chr1 40495625 40495693
chr1 40495709 40495777
chr1 40495793 40495861
chr1 40495877 40495945
chr1 40495961 40496029
chr1 40514818 40514820
chr1 40515571 40515573
chr1 40515580 40515582
chr1 40515598 40515600
chr1 40546798 40546866
chr1 40546882 40546950
chr1 40546966 40547034
chr1 40547050 40547118
chr1 40547134 40547202
chr1 40547218 40547286
chr1 40547302 40547370
chr1 40547386 40547454
chr1 41003119 41003121
chr1 41009474 41009476
chr1 41009480 41009482
chr1 41017788 41017811
chr1 41362192 41362345
chr1 41381616 41381748
chr1 41484058 41484063
chr1 41518454 41518489
chr1 41524735 41524775
chr1 41524790 41524858
chr1 41582788 41582880
chr1 41584072 41584140
chr1 41584156 41584224
chr1 42227892 42227967
chr1 42265097 42265190
chr1 42278348 42278489
chr1 42404576 42404578
chr1 42410067 42410099
chr1 42410145 42410147
chr1 42414576 42414578
chr1 42414615 42414617
chr1 42414621 42414623
chr1 42450008 42450060
chr1 42455888 42455950
chr1 42683429 42683431
chr1 42696942 42696945
chr1 42697180 42697183
chr1 42747320 42747322
chr1 42747350 42747352
chr1 42748271 42748273
chr1 42748277 42748279
chr1 42851208 42851276
chr1 42851292 42851360
chr1 42851376 42851444
chr1 42851460 42851528
chr1 42851544 42851612
chr1 42851628 42851696
chr1 42851712 42851780
chr1 42927719 42927721
chr1 42929231 42929233
chr1 42929614 42929616
chr1 42930731 42930733
chr1 43317322 43317348
chr1 43317397 43317399
chr1 43319247 43319249
chr1 43451423 43451425
chr1 43451990 43451992
chr1 43619102 43619104
chr1 43619198 43619200
chr1 43619415 43619417
chr1 43620988 43620990
chr1 43660377 43660379
chr1 43663026 43663028
chr1 43663032 43663034
chr1 43663056 43663058
chr1 43663080 43663082
chr1 43666478 43666480
chr1 43666496 43666501
chr1 43667002 43667004
chr1 43667772 43667774
chr1 43667778 43667780
chr1 43690932 43691050
chr1 43691496 43691555
chr1 43691567 43691573
chr1 43692256 43692312
chr1 43693994 43694034
chr1 43694100 43694103
chr1 43694709 43694880
chr1 43698005 43698007
chr1 43703674 43703676
chr1 43703692 43703694
chr1 43976603 43976605
chr1 43984967 43984969
chr1 43985369 43985371
chr1 43985584 43985586
chr1 43985620 43985622
chr1 43990298 43990299
chr1 44130118 44130192
chr1 44130523 44130597
chr1 44130613 44130681
chr1 44221636 44221638
chr1 44247949 44247951
chr1 44308321 44308323
chr1 44339078 44339080
chr1 44339084 44339086
chr1 44649755 44649770
chr1 44649883 44649958
chr1 44650704 44650734
chr1 44755959 44755961
chr1 44757620 44757643
chr1 44800665 44800674
chr1 44800840 44800858
chr1 44800900 44800902
chr1 44800927 44800929
chr1 44801739 44801741
chr1 45003701 45003703
chr1 45013165 45013167
chr1 45013331 45013336
chr1 45013924 45013926
chr1 45014457 45014459
chr1 45015409 45015411
chr1 45088065 45088178
chr1 45327635 45327637
chr1 45327920 45327922
chr1 45328163 45328165
chr1 45332181 45332183
chr1 45332199 45332201
chr1 45332208 45332210
chr1 45332229 45332231
chr1 45333157 45333159
chr1 45342970 45343003
chr1 45355315 45355317
chr1 45421808 45421810
chr1 45457570 45457596
chr1 45508245 45508247
chr1 45508811 45508813
chr1 45508844 45508846
chr1 45515758 45515760
chr1 45561855 45561863
chr1 45566617 45566619
chr1 45566632 45566634
chr1 45566902 45566904
chr1 45567001 45567003
chr1 45568109 45568114
chr1 45568175 45568177
chr1 45568560 45568583
chr1 45568955 45568993
chr1 46023299 46023319
chr1 46023772 46023779
chr1 46023821 46023823
chr1 46025799 46025801
chr1 46192116 46192121
chr1 46192137 46192139
chr1 46192926 46192931
chr1 46193213 46193215
chr1 46193576 46193578
chr1 46194875 46194877
chr1 46194959 46194961
chr1 46196045 46196047
chr1 46260796 46260819
chr1 46352885 46352887
chr1 46352984 46352986
chr1 46360713 46360715
chr1 46361619 46361621
chr1 46405128 46405130
chr1 46405498 46405500
chr1 46405658 46405660
chr1 46405730 46405732
chr1 46510517 46510655
chr1 46568482 46568484
chr1 46580530 46580532
chr1 46580575 46580601
chr1 46610116 46610118
chr1 46610131 46610133
chr1 46613061 46613063
chr1 46613076 46613078
chr1 46678482 46678520
chr1 46815137 46815139
chr1 46818635 46818637
chr1 46930304 46930306
chr1 46934301 46934303
chr1 47050004 47050006
chr1 47117770 47117772
chr1 47144613 47144615
chr1 47148606 47148608
chr1 47334078 47334095
chr1 47368508 47368510
chr1 47368574 47368582
chr1 47373009 47373020
chr1 47373030 47373032
chr1 47374933 47374935
chr1 47374951 47374953
chr1 47374984 47374986
chr1 47375197 47375198
chr1 47375279 47375281
chr1 47438511 47438786
chr1 48590953 48590955
chr1 48634604 48634605
chr1 48653337 48653339
chr1 48663177 48663179
chr1 48663186 48663188
chr1 50421186 50421329
chr1 51271152 51271277
chr1 51447016 51447051
chr1 51461100 51461135
chr1 51825381 51825383
chr1 51827796 51827797
chr1 51836132 51836137
chr1 51836144 51836146
chr1 51920086 51920094
chr1 51933376 51933387
chr1 51937398 51937412
chr1 51976956 51976976
chr1 51977007 51977033
chr1 52033717 52033740
chr1 52239512 52239596
chr1 52263773 52263869
chr1 52383471 52383473
chr1 52383830 52383835
chr1 52384679 52384705
chr1 52385244 52385246
chr1 52397805 52397807
chr1 52436792 52436845
chr1 52438228 52438281
chr1 52445985 52445987
chr1 52461146 52461148
chr1 52461212 52461214
chr1 52465106 52465108
chr1 52465112 52465114
chr1 52472040 52472093
chr1 52497181 52497184
chr1 52509596 52509686
chr1 52606714 52606716
chr1 52905062 52905064
chr1 52906550 52906552
chr1 53210788 53210790
chr1 53211130 53211132
chr1 53211136 53211138
chr1 53211169 53211171
chr1 53218433 53218435
chr1 53218442 53218444
chr1 53218906 53218908
chr1 53218915 53218917
chr1 53459484 53459627
chr1 53524807 53524881
chr1 53529800 53529874
chr1 53529890 53529953
chr1 53594108 53594120
chr1 53594243 53594320
chr1 53904704 53904706
chr1 53930133 53930135
chr1 53939987 53939989
chr1 53939996 53939998
chr1 54179251 54179349
chr1 54184185 54184232
chr1 54594625 54594627
chr1 54716717 54716718
chr1 54717492 54717494
chr1 54721225 54721227
chr1 54721237 54721239
chr1 54728400 54728402
chr1 54854103 54854108
chr1 54875180 54875212
