Chr Start End
chr1 2478490 2478623
chr1 2479734 2479928
chr1 2479967 2479979
chr1 2480184 2480313
chr1 2484448 2484526
chr1 2487238 2487377
chr1 2487598 2487719
chr1 2489207 2489379
chr1 2489760 2489766
chr1 2496647 2496705
chr1 2496828 2497011
chr1 2497502 2497610
chr1 2498523 2498648
chr1 2498744 2498829
chr1 2499084 2499231
chr1 2499641 2499667
chr1 2508895 2509061
chr1 2509862 2509931
chr1 2510057 2510158
chr1 2510678 2510783
chr1 2511338 2511388
chr1 2511628 2511684
chr1 2512888 2513040
chr1 2514002 2514090
chr1 2514354 2514467
chr1 2515562 2515586
chr1 2529613 2529708
chr1 2529850 2530012
chr1 2530111 2530120
chr1 2557777 2557835
chr1 2558343 2558390
chr1 2558393 2558469
chr1 2559823 2559876
chr1 2590993 2591090
chr1 2591557 2591634
chr1 2592655 2592667
chr1 2592833 2592967
chr1 2593814 2593934
chr1 2594385 2594444
chr1 2594790 2594894
chr1 2595276 2595360
chr1 2596009 2596108
chr1 2596561 2596690
chr1 2598207 2598301
chr1 2598654 2598791
chr1 2603884 2603974
chr1 2606248 2606367
chr1 2606974 2607070
chr1 2609339 2609420
chr1 2609670 2609832
chr1 2611281 2611312
chr1 2641578 2641679
chr1 2644318 2644479
chr1 2645293 2645336
chr1 2645516 2645564
chr1 2783609 2783765
chr1 2785988 2786024
chr1 2787481 2787649
chr1 3186331 3186475
chr1 3244087 3244138
chr1 3396491 3396551
chr1 3402955 3402999
chr1 3404739 3404887
chr1 3405495 3405649
chr1 3411384 3411461
chr1 3411464 3411547
chr1 3417987 3417998
chr1 3418667 3418745
chr1 3425581 3425746
chr1 3468925 3468937
chr1 3469433 3469594
chr1 3471778 3471792
chr1 3473078 3473231
chr1 3473393 3473523
chr1 3474708 3474783
chr1 3475970 3475994
chr1 3477902 3478027
chr1 3479517 3479563
chr1 3479587 3479591
chr1 3479812 3479914
chr1 3480448 3480525
chr1 3492643 3492750
chr1 3494000 3494107
chr1 3494375 3494467
chr1 3494617 3494724
chr1 3496659 3496766
chr1 3497237 3497344
chr1 3498375 3498482
chr1 3499142 3499249
chr1 3499800 3499907
chr1 3500637 3500747
chr1 3500970 3501077
chr1 3506112 3506219
chr1 3507799 3507906
chr1 3508562 3508672
chr1 3509871 3509993
chr1 3510783 3510894
chr1 3511554 3511661
chr1 3512007 3512129
chr1 3514550 3514551
chr1 3515402 3515421
chr1 3524125 3524247
chr1 3546998 3546999
chr1 3579825 3579826
chr1 3579829 3579930
chr1 3595338 3595448
chr1 3602466 3602601
chr1 3611138 3611140
chr1 3625136 3625145
chr1 3625265 3625274
chr1 3625424 3625516
chr1 3625713 3625890
chr1 3627500 3627654
chr1 3628409 3628499
chr1 3707714 3707792
chr1 3722021 3722208
chr1 3723354 3723470
chr1 3727115 3727225
chr1 3727628 3727710
chr1 3728176 3728218
chr1 3729327 3729402
chr1 3731034 3731066
chr1 3731463 3731557
chr1 3732747 3732822
chr1 3833862 3834036
chr1 3836546 3836558
chr1 3857613 3857718
chr1 3858718 3858844
chr1 3883508 3883693
chr1 6072789 6072799
chr1 6073733 6073771
chr1 6082195 6082275
chr1 6085204 6085249
chr1 6085740 6085794
chr1 6086158 6086183
chr1 6087467 6087512
chr1 6089008 6089052
chr1 6090389 6090476
chr1 6091304 6091308
chr1 6094400 6094486
chr1 6095323 6095444
chr1 6095530 6095625
chr1 6096636 6096757
chr1 6097269 6097358
chr1 6098485 6098533
chr1 6121213 6121238
chr1 6121494 6121574
chr1 6124054 6124108
chr1 6125100 6125234
chr1 6125766 6125824
chr1 6126573 6126747
chr1 6128046 6128067
chr1 6134128 6134191
chr1 6136525 6136639
chr1 6136728 6136866
chr1 6142128 6142329
chr1 6142414 6142516
chr1 6143907 6143932
chr1 6144024 6144156
chr1 6146212 6146241
chr1 6146352 6146424
chr1 6146665 6146767
chr1 6146866 6146872
chr1 6149067 6149076
chr1 6149246 6149381
chr1 6244366 6244447
chr1 6244548 6244614
chr1 6245139 6245243
chr1 6253745 6254148
chr1 6281132 6281287
chr1 6282842 6282848
chr1 6294864 6294981
chr1 6318492 6318565
chr1 6333513 6333569
chr1 6339433 6339590
chr1 6349749 6349867
chr1 6360570 6360596
chr1 6385494 6385520
chr1 6419038 6419139
chr1 6419272 6419341
chr1 6419607 6419703
chr1 6419776 6419785
chr1 6428226 6428420
chr1 6440378 6440441
chr1 6440659 6440674
chr1 6440761 6440809
chr1 6451638 6451691
chr1 6461449 6461694
chr1 6464670 6464720
chr1 6465088 6465170
chr1 6469239 6469242
chr1 6469335 6469451
chr1 6470236 6470287
chr1 6470602 6470644
chr1 6470990 6471101
chr1 6471488 6471638
chr1 6471758 6471809
chr1 6472527 6472602
chr1 6570946 6571216
chr1 6576415 6576418
chr1 6576953 6577071
chr1 6578653 6578694
chr1 6579296 6579322
chr1 6580685 6580876
chr1 6582238 6582300
chr1 6585919 6586024
chr1 6586698 6586788
chr1 6587205 6587292
chr1 6587478 6587633
chr1 6588060 6588197
chr1 6588278 6588443
chr1 6588756 6588845
chr1 6588916 6588961
chr1 6602101 6602406
chr1 6602509 6602715
chr1 6621434 6621568
chr1 6625225 6625293
chr1 6628499 6628671
chr1 6636124 6636247
chr1 6637198 6637341
chr1 6637447 6637505
chr1 6638295 6638365
chr1 6639902 6639928
chr1 6678424 6678468
chr1 6680908 6681038
chr1 6701729 6701762
chr1 7665164 7665200
chr1 7677599 7677679
chr1 7736931 7737010
chr1 7737255 7737402
chr1 7747731 7747782
chr1 7751199 7751375
chr1 7773479 7773512
chr1 7777160 7777310
chr1 7786807 7786837
chr1 7788045 7788219
chr1 7798667 7798674
chr1 7801113 7801192
chr1 7803047 7803154
chr1 7803692 7803706
chr1 7803724 7803849
chr1 7808893 7808900
chr1 7830104 7830162
chr1 7835762 7835946
chr1 7836999 7837150
chr1 7938281 7938331
chr1 7969345 7969405
chr1 7977652 7977739
chr1 8013495 8013656
chr1 8015318 8015385
chr1 8015495 8015602
chr1 8364140 8364256
chr1 8364746 8364786
chr1 8365930 8365975
chr1 8465925 8465958
chr1 8497405 8497530
chr1 8508627 8508676
chr1 8557418 8557524
chr1 8614561 8614687
chr1 8624310 8624381
chr1 8655973 8655992
chr1 8861372 8861430
chr1 8862887 8862946
chr1 8863235 8863344
chr1 8863891 8864093
chr1 8865285 8865483
chr1 8866279 8866502
chr1 8867117 8867138
chr1 8867159 8867251
chr1 8867988 8868058
chr1 8870452 8870511
chr1 8871891 8871987
chr1 8874824 8874903
chr1 8945887 8945966
chr1 8949263 8949443
chr1 8951423 8951701
chr1 8957137 8957286
chr1 8958910 8959003
chr1 8962587 8962657
chr1 8967659 8967817
chr1 8970867 8970972
chr1 9037700 9037790
chr1 9037897 9038025
chr1 9038431 9038507
chr1 9038828 9038930
chr1 9039552 9039663
chr1 9039800 9039988
chr1 9040064 9040190
chr1 9041624 9041938
chr1 9047610 9047683
chr1 9047734 9047735
chr1 9057448 9057609
chr1 9058152 9058251
chr1 9069504 9069537
chr1 9104578 9104635
chr1 9105486 9105681
chr1 9111276 9111490
chr1 9128645 9128989
chr1 9355988 9356586
chr1 9367448 9367573
chr1 9596949 9597054
chr1 9598449 9598533
chr1 9598590 9598626
chr1 9601105 9601455
chr1 9602069 9602273
chr1 9607557 9607561
chr1 9710501 9710597
chr1 9715541 9715715
chr1 9716037 9716079
chr1 9716440 9716620
chr1 9716959 9717013
chr1 9717031 9717109
chr1 9717537 9717546
chr1 9718694 9718916
chr1 9720626 9720662
chr1 9721126 9721249
chr1 9721444 9721588
chr1 9721761 9721828
chr1 9722528 9722607
chr1 9723125 9723293
chr1 9723969 9724093
chr1 9724276 9724422
chr1 9724804 9724937
chr1 9749768 9749914
chr1 9751473 9751682
chr1 9756481 9756511
chr1 9850730 9850777
chr1 9871187 9871278
chr1 9871969 9872065
chr1 9922354 9922359
chr1 9930411 9930458
chr1 9931891 9931973
chr1 9932803 9932899
chr1 9997277 9997330
chr1 10129437 10129449
chr1 10130500 10130503
chr1 10130718 10130814
chr1 10132369 10132483
chr1 10137067 10137206
chr1 10144940 10145037
chr1 10158355 10158483
chr1 10161142 10161287
chr1 10178797 10178819
chr1 10179416 10179563
chr1 10179895 10179948
chr1 10232341 10232435
chr1 10256247 10256324
chr1 10261905 10261971
chr1 10267380 10267559
chr1 10268152 10268264
chr1 10271502 10271580
chr1 10272241 10272307
chr1 10273014 10273032
chr1 10275428 10275504
chr1 10276321 10276400
chr1 10277986 10278011
chr1 10295161 10295166
chr1 10295660 10295767
chr1 10296582 10296641
chr1 10374858 10375047
chr1 10375255 10375363
chr1 10399633 10399705
chr1 10400393 10400573
chr1 10403071 10403137
chr1 10404161 10404280
chr1 10408071 10408117
chr1 10411436 10411553
chr1 10413062 10413252
chr1 10416987 10417118
chr1 10417376 10417510
chr1 10418826 10418926
chr1 10419417 10419540
chr1 10419630 10419708
chr1 10451548 10451589
chr1 10463174 10463210
chr1 10467190 10467274
chr1 10469187 10469339
chr1 10472323 10472411
chr1 10495310 10495322
chr1 10536213 10536298
chr1 10599238 10599273
chr1 10643208 10643276
chr1 10653966 10654055
chr1 10654517 10654592
chr1 10655649 10655664
chr1 11013737 11013964
chr1 11016915 11017008
chr1 11018733 11018874
chr1 11020429 11020600
chr1 11023156 11023168
chr1 11030177 11030251
chr1 11030748 11030883
chr1 11037693 11037810
chr1 11043339 11043531
chr1 11046556 11046557
chr1 11046891 11047080
chr1 11055787 11055927
chr1 11056011 11056095
chr1 11056604 11056758
chr1 11058710 11058893
chr1 11059225 11059435
chr1 11059777 11059893
chr1 11079711 11079823
chr1 11080499 11080550
chr1 11080764 11080844
chr1 11081238 11081239
chr1 11082688 11082879
chr1 11087448 11087592
chr1 11087800 11087884
chr1 11095758 11095882
chr1 11098020 11098139
chr1 11106943 11107125
chr1 11107488 11107501
chr1 11108181 11108267
chr1 11112852 11112918
chr1 11114813 11114888
chr1 11121246 11121369
chr1 11189943 11189956
chr1 11192270 11192371
chr1 11193580 11193775
chr1 11194461 11194660
chr1 11194854 11195012
chr1 11199258 11199368
chr1 11216193 11216235
chr1 11514442 11514527
chr1 11515369 11515504
chr1 11517463 11517559
chr1 11648697 11648829
chr1 11649087 11649226
chr1 11649779 11649875
chr1 11649945 11650075
chr1 11650466 11650521
chr1 11650584 11650727
chr1 11655842 11655985
chr1 11656046 11656101
chr1 11658267 11658394
chr1 11658533 11658629
chr1 11658736 11658872
chr1 11661130 11661262
chr1 11668686 11668829
chr1 11668890 11668945
chr1 11671928 11672024
chr1 11673277 11673413
chr1 11673615 11673747
chr1 11674802 11674817
chr1 11675082 11675175
chr1 11675658 11675732
chr1 11676046 11676141
chr1 11676809 11676814
chr1 11677543 11677615
chr1 11680353 11680476
chr1 11680562 11680566
chr1 11835986 11836154
chr1 11836999 11837005
chr1 11838550 11838661
chr1 11840143 11840218
chr1 11972875 11972998
chr1 12001769 12001825
chr1 12006604 12006694
chr1 12188832 12188896
chr1 12190957 12191004
chr1 12191007 12191086
chr1 12191774 12191924
chr1 12192431 12192457
chr1 12206742 12206846
chr1 12322728 12322747
chr1 12323706 12323781
chr1 12327648 12327686
chr1 12403890 12403974
chr1 12415087 12415222
chr1 12416660 12416792
chr1 12848029 12848244
chr1 13061370 13061585
chr1 13116140 13116355
chr1 13165207 13165422
chr1 13476008 13476100
chr1 13512963 13513039
chr1 13513426 13513512
chr1 13731072 13731118
chr1 13732779 13732883
chr1 13742005 13742158
chr1 13749361 13749400
chr1 13778873 13778941
chr1 13778963 13779031
chr1 13779242 13779313
chr1 13781195 13781350
chr1 13781366 13781437
chr1 13782158 13782241
chr1 15094293 15094386
chr1 15094815 15094920
chr1 15101565 15101759
chr1 15103413 15103461
chr1 15104023 15104179
chr1 15251836 15251878
chr1 15272323 15272437
chr1 15410245 15410280
chr1 15425871 15426019
chr1 15427150 15427183
chr1 15442447 15442573
chr1 15444606 15444752
chr1 15446575 15446584
chr1 15457130 15457175
chr1 15465999 15466145
chr1 15467386 15467539
chr1 15471990 15471999
chr1 15476501 15476546
chr1 15481098 15481196
chr1 15481645 15481750
chr1 15482265 15482394
chr1 15483264 15483401
chr1 15485901 15486047
chr1 15487285 15487438
chr1 15491295 15491304
chr1 15493009 15493036
chr1 15495273 15495331
chr1 15495448 15495453
chr1 15504611 15504759
chr1 15505990 15506080
chr1 15506899 15507055
chr1 15518252 15518396
chr1 15529190 15529273
chr1 15534237 15534304
chr1 15536475 15536520
chr1 15536595 15536815
chr1 15544399 15544566
chr1 15617671 15617809
chr1 15626669 15626774
chr1 15661579 15661701
chr1 15716282 15716344
chr1 15716707 15716817
chr1 15717893 15717993
chr1 15719734 15719743
chr1 15731192 15731258
chr1 15765233 15765234
chr1 15768630 15768631
chr1 15770409 15770579
chr1 15774618 15774797
chr1 15777170 15777288
chr1 15784548 15784650
chr1 15848083 15848151
chr1 15909442 15909482
chr1 15911101 15911302
chr1 15916128 15916130
chr1 15916196 15916280
chr1 15918926 15919052
chr1 15919404 15919422
chr1 15919431 15919518
chr1 15922249 15922267
chr1 15937628 15937646
chr1 15937812 15938007
chr1 15938718 15938877
chr1 15939296 15939425
chr1 15942149 15942232
chr1 15942641 15942739
chr1 15943064 15943195
chr1 15943399 15943520
chr1 15943599 15943716
chr1 15943808 15943896
chr1 15944300 15944601
chr1 15944697 15944840
chr1 15944937 15944949
chr1 15947017 15947124
chr1 15948291 15948496
chr1 16017074 16017223
chr1 16017765 16017781
chr1 16031738 16031844
chr1 16032203 16032274
chr1 16032473 16032527
chr1 16055435 16055506
chr1 16056869 16056905
chr1 16132064 16132274
chr1 16132378 16132440
chr1 16133481 16133509
chr1 16134563 16134568
chr1 16135655 16135771
chr1 16137853 16137854
chr1 16155848 16155852
chr1 16198668 16198745
chr1 16199150 16199255
chr1 16201782 16201786
chr1 16201816 16201862
chr1 16202416 16202575
chr1 16205153 16205177
chr1 16205351 16205426
chr1 16205538 16205668
chr1 16205931 16206084
chr1 16206180 16206353
chr1 16206948 16206960
chr1 16305891 16305920
chr1 16315169 16315290
chr1 16393250 16393447
chr1 16393457 16393483
chr1 16395038 16395138
chr1 16403981 16404040
chr1 16404967 16405016
chr1 16440777 16440854
chr1 16443632 16443733
chr1 16447870 16447975
chr1 16448060 16448142
chr1 16449093 16449199
chr1 16563946 16564187
chr1 16564807 16564919
chr1 16565633 16565806
chr1 16566408 16566460
chr1 16567179 16567352
chr1 16567979 16568031
chr1 16569073 16569237
chr1 16573142 16573194
chr1 16574487 16574693
chr1 16575157 16575230
chr1 16576267 16576268
chr1 16580746 16580957
chr1 16581420 16581493
chr1 16582544 16582545
chr1 16587051 16587262
chr1 16587725 16587798
chr1 16588849 16588850
chr1 16974923 16975015
chr1 17027749 17027764
chr1 17069056 17069278
chr1 17070088 17070217
chr1 17071406 17071492
chr1 17074856 17074950
chr1 17075679 17075824
chr1 17079264 17079416
chr1 17082545 17082653
chr1 17083726 17083834
chr1 17102994 17103060
chr1 17104878 17105062
chr1 17119280 17119372
chr1 17205218 17205310
chr1 17222290 17222471
chr1 17223621 17223687
chr1 17223690 17223694
chr1 17224367 17224429
chr1 17225811 17225929
chr1 17228625 17228792
chr1 17228966 17229052
chr1 17230085 17230209
chr1 17230572 17230680
chr1 17232819 17232971
chr1 17237314 17237459
chr1 17238616 17238710
chr1 17239704 17239784
chr1 17240635 17240761
chr1 17244010 17244232
chr1 17308223 17308315
chr1 17333943 17334003
chr1 17621867 17621942
chr1 17622996 17623176
chr1 17624387 17624504
chr1 17625956 17626049
chr1 17627330 17627429
chr1 18227900 18228011
chr1 18291866 18291988
chr1 18334892 18334983
chr1 18376324 18376396
chr1 18376800 18376986
chr1 18691810 18691954
chr1 18700653 18700692
chr1 18703213 18703296
chr1 18874463 18874582
chr1 18876315 18876468
chr1 18877208 18877256
chr1 18877416 18877613
chr1 18879300 18879374
chr1 18881700 18881888
chr1 18883115 18883199
chr1 18886464 18886512
chr1 18889362 18889383
chr1 18908663 18908667
chr1 18910342 18910473
chr1 18911384 18911477
chr1 18911963 18912084
chr1 18916903 18917043
chr1 18918362 18918503
chr1 18919678 18919774
chr1 18921061 18921122
chr1 18955668 18956177
chr1 19161136 19161148
chr1 19161589 19161737
chr1 19161827 19161889
chr1 19220766 19220849
chr1 19222624 19222754
chr1 19223396 19223414
chr1 19257864 19257985
chr1 19258477 19258554
chr1 19258681 19258693
chr1 19267339 19267462
chr1 19268572 19268702
chr1 19269272 19269372
chr1 19269583 19269680
chr1 19270451 19270556
chr1 19270748 19270832
chr1 19270835 19270936
chr1 19273861 19274039
chr1 19282770 19282893
chr1 19283996 19284126
chr1 19284686 19284786
chr1 19285018 19285115
chr1 19285888 19285993
chr1 19286185 19286373
chr1 19288496 19288674
chr1 19304264 19304387
chr1 19306018 19306148
chr1 19307002 19307102
chr1 19307314 19307411
chr1 19308260 19308263
chr1 19308455 19308643
chr1 19311827 19312005
chr1 19317777 19317842
chr1 19324633 19324763
chr1 19325495 19325501
chr1 19326555 19326624
chr1 19327227 19327338
chr1 19655121 19655201
chr1 19655324 19655436
chr1 19656866 19656956
chr1 19882706 19882735
chr1 19890385 19890534
chr1 19894368 19894481
chr1 19897540 19897624
chr1 19904348 19904399
chr1 19904891 19904963
chr1 19975722 19975844
chr1 19978015 19978122
chr1 19978380 19978505
chr1 20086124 20086228
chr1 20089789 20089896
chr1 20090568 20090690
chr1 20114135 20114260
chr1 20115507 20115614
chr1 20116333 20116458
chr1 20164012 20164158
chr1 20172794 20172892
chr1 20175007 20175132
chr1 20191141 20191374
chr1 20310602 20310741
chr1 20312836 20312989
chr1 20314322 20314477
chr1 20323470 20323533
chr1 20327890 20328001
chr1 20330180 20330383
chr1 20330869 20330984
chr1 20332766 20332781
chr1 20500729 20500845
chr1 20589166 20589284
chr1 20604928 20605040
chr1 20613842 20613900
chr1 20618452 20618548
chr1 20639892 20639993
chr1 20704565 20704900
chr1 20709639 20709829
chr1 20713454 20713556
chr1 20715493 20715640
chr1 20717476 20717695
chr1 20721888 20721996
chr1 20722756 20722916
chr1 20723626 20723649
chr1 20725941 20726067
chr1 20727001 20727076
chr1 20727523 20727604
chr1 20727958 20727964
chr1 20747558 20747656
chr1 20749723 20749856
chr1 20749874 20749883
chr1 20757166 20757257
chr1 20765377 20765532
chr1 20767623 20767665
chr1 20770930 20771074
chr1 20773451 20773493
chr1 20807322 20807501
chr1 20810738 20810885
chr1 20813158 20813240
chr1 20817392 20817494
chr1 20827689 20827699
chr1 20840856 20841029
chr1 20849415 20849475
chr1 20860512 20860518
chr1 20862228 20862333
chr1 20864476 20864713
chr1 20865116 20865263
chr1 20879323 20879515
chr1 21221747 21221843
chr1 21227159 21227227
chr1 21227931 21228042
chr1 21233558 21233662
chr1 21235850 21235928
chr1 21236746 21236845
chr1 21255947 21256139
chr1 21257525 21257591
chr1 21258693 21258840
chr1 21272699 21272901
chr1 21471783 21471784
chr1 21472843 21472916
chr1 21473380 21473586
chr1 21474900 21474952
chr1 21478144 21478308
chr1 21479349 21479399
chr1 21480055 21480224
chr1 21481597 21481770
chr1 21482484 21482534
chr1 21483147 21483383
chr1 21608318 21608351
chr1 21608850 21608937
chr1 21609575 21609647
chr1 21610120 21610276
chr1 21611452 21611582
chr1 21611716 21611817
chr1 21612026 21612098
chr1 21619040 21619073
chr1 21620015 21620033
chr1 21687222 21687240
chr1 21689974 21690100
chr1 21695066 21695165
chr1 21704305 21704393
chr1 21705727 21705838
chr1 21706126 21706188
chr1 21706467 21706548
chr1 21706759 21706869
chr1 21715389 21715458
chr1 21721036 21721167
chr1 21721650 21721709
chr1 21721751 21721765
chr1 21723898 21724157
chr1 21728570 21728643
chr1 21729741 21729833
chr1 21736430 21736626
chr1 21747067 21747150
chr1 21748138 21748272
chr1 21751507 21751616
chr1 21752527 21752652
chr1 21752992 21753120
chr1 21756546 21756694
chr1 21815945 21816073
chr1 21823325 21823489
chr1 21824306 21824377
chr1 21824537 21824616
chr1 21828139 21828153
chr1 21828255 21828427
chr1 21829383 21829594
chr1 21830982 21831004
chr1 21831010 21831091
chr1 21831215 21831325
chr1 21831463 21831563
chr1 21831652 21831709
chr1 21832495 21832607
chr1 21833377 21833385
chr1 21833816 21833926
chr1 21834935 21834946
chr1 21835540 21835638
chr1 21836960 21837007
chr1 21839081 21839086
chr1 21839822 21840018
chr1 21841101 21841286
chr1 21841539 21841674
chr1 21842002 21842143
chr1 21842908 21842922
chr1 21844286 21844300
chr1 21846448 21846600
chr1 21847689 21847841
chr1 21847958 21848094
chr1 21848781 21848795
chr1 21850041 21850193
chr1 21850363 21850499
chr1 21851684 21851698
chr1 21851791 21851927
chr1 21852088 21852234
chr1 21852700 21852833
chr1 21852919 21853071
chr1 21854193 21854209
chr1 21854611 21854766
chr1 21855304 21855447
chr1 21855787 21855913
chr1 21857015 21857196
chr1 21857285 21857386
chr1 21859566 21859677
chr1 21859835 21859992
chr1 21860181 21860236
chr1 21861988 21862116
chr1 21864100 21864214
chr1 21865285 21865366
chr1 21865717 21865810
chr1 21872647 21872676
chr1 21873090 21873092
chr1 21873375 21873425
chr1 21874406 21874534
chr1 21874616 21874730
chr1 21874891 21875003
chr1 21876229 21876406
chr1 21876512 21876518
chr1 21876539 21876653
chr1 21878186 21878240
chr1 21878577 21878664
chr1 21879026 21879122
chr1 21880161 21880255
chr1 21880363 21880368
chr1 21880656 21880836
chr1 21881339 21881503
chr1 21884528 21884571
chr1 21884592 21884621
chr1 21884670 21884675
chr1 21884767 21884919
chr1 21885156 21885158
chr1 21885450 21885452
chr1 21887215 21887324
chr1 21887333 21887335
chr1 21887420 21887529
chr1 21887673 21887675
chr1 21889982 21890142
chr1 21890427 21890486
chr1 21890585 21890695
chr1 21895922 21895929
chr1 21978410 21978455
chr1 21980824 21980922
chr1 21981038 21981173
chr1 21984189 21984332
chr1 21986531 21986684
chr1 21989262 21989271
chr1 21998151 21998160
chr1 22003044 22003089
chr1 22005447 22005545
chr1 22005662 22005797
chr1 22006878 22007015
chr1 22007373 22007516
chr1 22009705 22009858
chr1 22010138 22010144
