Chr Start End
chr2 188998664 188998703
chr2 188999302 188999387
chr2 188999541 188999571
chr2 189004062 189004101
chr2 189004274 189004349
chr2 189007508 189007547
chr2 189008079 189008146
chr2 189008914 189008971
chr2 190995120 190995171
chr2 202464906 202464939
chr2 202467596 202467650
chr2 202532602 202532641
chr2 202552744 202552792
chr2 222297029 222297082
chr2 237360130 237360160
chr2 240783749 240783806
chr2 240785037 240785085
chr2 240871369 240871411
chr2 240873010 240873040
chr3 10142032 10142207
chr3 10146499 10146585
chr3 10149775 10149858
chr3 12604159 12604226
chr3 24122890 24122941
chr3 24127593 24127639
chr3 24127673 24127723
chr3 30674098 30674138
chr3 30674203 30674257
chr3 30691448 30691494
chr3 36993520 36993577
chr3 36993631 36993680
chr3 36996616 36996652
chr3 36996673 36996724
chr3 41224580 41224660
chr3 48572904 48572944
chr3 48575381 48575421
chr3 48575468 48575513
chr3 58077242 58077282
chr3 114350266 114350319
chr3 122257252 122257303
chr3 122261668 122261722
chr3 128481823 128481931
chr3 129528772 129528806
chr3 129529032 129529079
chr3 129530997 129531044
chr3 129532232 129532309
chr3 129533681 129533734
chr3 179203736 179203790
chr3 179218274 179218334
chr3 179234268 179234325
chr3 189868612 189868643
chr4 1806139 1806186
chr4 1807233 1807289
chr4 2831558 2831610
chr4 54727410 54727471
chr4 54733144 54733195
chr5 218355 218385
chr5 78984956 78984985
chr5 93585333 93585369
chr5 132392548 132392578
chr5 150056303 150056345
chr5 161331030 161331087
chr6 1610815 1610846
chr6 10404497 10404538
chr6 42704416 42704474
chr6 42704505 42704628
chr6 42721771 42721850
chr6 43007265 43007294
chr6 49440266 49440302
chr6 87589928 87589984
chr6 116120316 116120353
chr7 5528468 5528514
chr7 5529302 5529333
chr7 6008990 6009046
chr7 19116947 19116986
chr7 44145556 44145643
chr7 44147718 44147776
chr7 44149795 44149846
chr7 44153353 44153420
chr7 76303815 76303870
chr7 94408778 94408827
chr7 94421008 94421056
chr7 94427635 94427665
chr7 107690176 107690228
chr7 117587777 117587835
chr7 117590349 117590389
chr7 140753305 140753384
chr7 140777003 140777042
chr7 140777982 140778082
chr7 140781573 140781646
chr7 140801513 140801565
chr7 150951470 150951635
chr7 150951671 150951740
chr7 150974792 150974832
chr7 150974861 150974908
chr7 157367387 157367437
chr8 117837117 117837174
chr9 2115820 2115870
chr9 34647853 34647886
chr9 34649477 34649508
chr9 35065334 35065381
chr9 35067893 35067928
chr9 126693560 126693592
chr9 127668131 127668174
chr9 127682480 127682518
chr9 130862948 130862984
chr9 130872874 130872912
chr9 137162180 137162213
chr9 137162481 137162513
chr9 137162630 137162704
chr10 43113599 43113678
chr10 43114471 43114529
chr10 87864486 87864542
chr10 87894047 87894077
chr10 87933016 87933074
chr10 87933100 87933183
chr10 87933209 87933251
chr10 87952105 87952171
chr10 87957953 87957984
chr10 110812281 110812327
chr10 121517349 121517413
chr10 121520026 121520077
chr11 533846 533903
chr11 534258 534316
chr11 2159888 2159928
chr11 2160849 2160886
chr11 2570678 2570735
chr11 2572075 2572116
chr11 2572841 2572900
chr11 2583428 2583500
chr11 2583511 2583564
chr11 2778001 2778032
chr11 5225582 5225634
chr11 5225693 5225724
chr11 5226564 5226652
chr11 5226911 5226968
chr11 5226991 5227048
chr11 6391786 6391833
chr11 32391991 32392028
chr11 57614446 57614503
chr11 59125955 59125987
chr11 61951802 61951872
chr11 61955716 61955782
chr11 61957400 61957474
chr11 61959489 61959569
chr11 71435447 71435495
chr11 71435563 71435604
chr11 71438957 71438995
chr11 89227875 89227914
chr11 118478169 118478202
chr12 4299961 4300006
chr12 6019463 6019522
chr12 13567136 13567197
chr12 13571886 13571920
chr12 13608740 13608794
chr12 25209878 25209925
chr12 25227313 25227372
chr12 25245312 25245377
chr12 47987083 47987114
chr12 49185133 49185226
chr12 49185708 49185739
chr12 49186620 49186676
chr12 51789379 51789422
chr12 51806330 51806388
chr12 51807077 51807109
chr12 51913156 51913209
chr12 51915427 51915464
chr12 51916090 51916137
chr12 51916156 51916211
chr12 51919007 51919037
chr12 51920803 51920846
chr12 52492652 52492705
chr12 102840436 102840522
chr12 102843636 102843757
chr12 102844330 102844400
chr12 102846897 102846961
chr12 102851671 102851769
chr12 102852790 102852964
chr12 102855125 102855350
chr12 102866582 102866670
chr12 102894766 102894796
chr12 102894834 102894922
chr12 102912787 102912845
chr12 109561027 109561076
chr12 109784356 109784402
chr12 109792675 109792707
chr12 112450325 112450435
chr12 112472952 112472990
chr12 112473011 112473052
chr12 112489054 112489122
chr12 120978765 120978831
chr12 120994223 120994291
chr13 20189314 20189502
chr13 20189519 20189552
chr13 28018473 28018532
chr13 32316434 32316482
chr13 32363344 32363399
chr13 51942489 51942522
chr13 51958340 51958395
chr14 23424090 23424136
chr14 23424813 23424868
chr14 23424901 23424953
chr14 23424960 23424997
chr14 23425343 23425388
chr14 23425752 23425818
chr14 23428519 23428548
chr14 23431446 23431476
chr14 24240604 24240659
chr14 24261754 24261805
chr14 28767809 28767873
chr14 28767903 28767940
chr14 28767944 28768003
chr14 28768009 28768063
chr14 50628107 50628162
chr14 67727122 67727160
chr14 73173626 73173672
chr14 73192706 73192741
chr14 73198032 73198076
chr14 95091264 95091330
chr14 95094098 95094156
chr15 26561081 26561127
chr15 26567630 26567674
chr15 42399612 42399645
chr15 48415543 48415613
chr15 48415679 48415737
chr15 48421648 48421681
chr15 48425391 48425430
chr15 48425811 48425845
chr15 48428431 48428467
chr15 48430713 48430798
chr15 48432926 48432971
chr15 48437004 48437055
chr15 48437802 48437833
chr15 48444584 48444641
chr15 48445439 48445497
chr15 48446745 48446776
chr15 48452575 48452624
chr15 48456659 48456710
chr15 48463121 48463153
chr15 48463921 48463978
chr15 48467969 48468023
chr15 48468445 48468534
chr15 48470698 48470755
chr15 48472600 48472646
chr15 48474543 48474600
chr15 48485423 48485474
chr15 48487124 48487154
chr15 48487336 48487391
chr15 48488137 48488195
chr15 48488390 48488460
chr15 48489965 48490008
chr15 48492549 48492583
chr15 48495127 48495191
chr15 48495491 48495542
chr15 48496122 48496179
chr15 48497354 48497387
chr15 48503820 48503875
chr15 48505046 48505146
chr15 48508604 48508662
chr15 48510064 48510144
chr15 48513597 48513650
chr15 48515424 48515457
chr15 48520704 48520737
chr15 48596296 48596348
chr15 48600166 48600223
chr15 48610764 48610798
chr15 48613026 48613084
chr15 48644740 48644793
chr15 66435086 66435133
chr15 66436795 66436866
chr15 73329696 73329747
chr15 89320867 89320907
chr16 2086796 2086829
chr16 3729673 3729714
chr16 9768990 9769019
chr16 9829456 9829512
chr16 20349018 20349047
chr16 31191399 31191447
chr16 56192569 56192603
chr16 56336725 56336780
chr16 79599704 79599747
chr17 1650880 1650910
chr17 7673747 7673839
chr17 7674191 7674281
chr17 7674864 7674919
chr17 7674925 7674980
chr17 7675053 7675246
chr17 7676027 7676068
chr17 31095283 31095339
chr17 31227518 31227555
chr17 31229117 31229178
chr17 31232824 31232857
chr17 31233047 31233105
chr17 31235719 31235757
chr17 31258386 31258430
chr17 31259021 31259067
chr17 37739465 37739496
chr17 37739521 37739553
chr17 40822097 40822143
chr17 41571482 41571540
chr17 41586434 41586492
chr17 41612286 41612344
chr17 41624201 41624255
chr17 42317178 42317223
chr17 42322384 42322424
chr17 42907523 42907563
chr17 43045732 43045786
chr17 43057093 43057142
chr17 43063881 43063938
chr17 43067591 43067639
chr17 43106449 43106506
chr17 43115714 43115773
chr17 43124015 43124054
chr17 44911222 44911302
chr17 44915199 44915298
chr17 49619041 49619078
chr17 50167414 50167445
chr17 50197016 50197064
chr17 50197955 50198003
chr17 63941911 63941944
chr17 63959246 63959298
chr17 70175663 70175712
chr17 70175923 70175964
chr17 72122775 72122825
chr17 80110945 80110979
chr17 80112598 80112648
chr17 80112651 80112683
chr17 80112898 80112949
chr18 2667001 2667039
chr18 12337491 12337520
chr18 31592915 31593046
chr18 31595104 31595198
chr18 44951932 44951971
chr18 51065526 51065577
chr18 55228977 55229016
chr19 855972 856003
chr19 4110557 4110587
chr19 4117523 4117570
chr19 6495308 6495347
chr19 11089547 11089578
chr19 11102692 11102802
chr19 11105224 11105468
chr19 11105482 11105618
chr19 11106584 11106695
chr19 11107451 11107524
chr19 11110655 11110768
chr19 11111505 11111612
chr19 11113277 11113388
chr19 11113392 11113449
chr19 11113583 11113673
chr19 11113724 11113755
chr19 11116096 11116172
chr19 11116176 11116227
chr19 11116857 11116929
chr19 11116947 11117004
chr19 11120097 11120130
chr19 11120197 11120227
chr19 11120396 11120531
chr19 11129577 11129627
chr19 12893525 12893563
chr19 12896223 12896277
chr19 12897760 12897853
chr19 13303562 13303603
chr19 15192030 15192114
chr19 15192261 15192292
chr19 15192464 15192501
chr19 18786110 18786161
chr19 18786556 18786586
chr19 18787486 18787523
chr19 38572155 38572201
chr19 38580420 38580456
chr19 38584963 38585002
chr19 38585029 38585063
chr19 41970376 41970420
chr19 41970459 41970509
chr19 41981999 41982039
chr19 41984928 41984969
chr19 52212700 52212747
chr19 53889691 53889749
chr19 55151864 55151921
chr19 55154065 55154099
chr20 505163 505206
chr20 40688638 40688669
chr20 49374309 49374343
chr20 49374396 49374454
chr20 49374596 49374630
chr20 58909524 58909570
chr20 63413451 63413584
chr20 63433832 63433905
chr20 63438612 63438673
chr20 63438684 63438721
chr20 63439585 63439722
chr20 63442391 63442547
chr20 63444653 63444791
chr21 25891758 25891813
chr21 31659802 31659841
chr21 31663828 31663858
chr21 31667252 31667327
chr21 31668527 31668579
chr21 45989074 45989131
chr21 45989597 45989655
chr21 46115861 46115919
chr21 46115998 46116057
chr22 37983353 37983390
chr22 38120860 38120890
chrX 18584296 18584354
chrX 18587969 18588027
chrX 18642024 18642064
chrX 18642072 18642131
chrX 18647280 18647325
chrX 22047087 22047120
chrX 22219024 22219100
chrX 22247923 22247969
chrX 38367315 38367397
chrX 38369798 38369882
chrX 38401268 38401443
chrX 38403619 38403741
chrX 38408920 38408977
chrX 38411872 38411967
chrX 38421016 38421061
chrX 41346322 41346365
chrX 67711615 67711648
chrX 67717506 67717564
chrX 69957078 69957122
chrX 70027929 70027966
chrX 70035556 70035585
chrX 71109294 71109337
chrX 71223725 71223845
chrX 71223943 71224018
chrX 71224196 71224274
chrX 100407874 100407920
chrX 100408208 100408253
chrX 101397845 101397884
chrX 101398009 101398041
chrX 101398366 101398424
chrX 101398450 101398512
chrX 101398529 101398575
chrX 101398775 101398827
chrX 101398853 101398947
chrX 101400671 101400714
chrX 101401728 101401781
chrX 101403877 101403935
chrX 101407709 101407824
chrX 103788455 103788490
chrX 108591097 108591138
chrX 108666521 108666551
chrX 108668415 108668447
chrX 111401080 111401128
chrX 111401133 111401176
chrX 111410071 111410138
chrX 111410159 111410243
chrX 129569345 129569391
chrX 136207892 136207937
chrX 139541073 139541105
chrX 139561912 139561942
chrX 149487052 149487101
chrX 153726113 153726169
chrX 153740127 153740161
chrX 153743225 153743264
chrX 153905887 153905918
chrX 154030887 154030947
chrX 154031328 154031389
chrX 154031401 154031456
chrX 154032253 154032297
chrX 154837669 154837705
chrX 154863096 154863132
