Chr Start End
chr1 167439344 167439383
chr1 169518412 169518562
chr1 169525901 169526018
chr1 169529608 169529819
chr1 169530786 169531023
chr1 169546442 169546593
chr1 169549801 169550016
chr1 171636407 171636431
chr1 172665622 172666014
chr1 173836940 173837047
chr1 173838190 173838260
chr1 173853349 173853568
chr1 173857518 173857622
chr1 173903901 173904066
chr1 173907450 173907515
chr1 173914553 173914705
chr1 175324356 175324520
chr1 175335711 175335808
chr1 175386032 175386294
chr1 175396544 175396803
chr1 180271391 180271535
chr1 180271835 180271874
chr1 181511371 181511511
chr1 181579072 181579225
chr1 181580595 181580777
chr1 181651338 181651442
chr1 181720206 181720338
chr1 181724470 181724532
chr1 183261202 183261304
chr1 184054728 184054864
chr1 184072157 184072296
chr1 185091642 185091740
chr1 186965409 186965594
chr1 193122201 193122332
chr1 193125112 193125218
chr1 196429577 196429758
chr1 196652172 196652176
chr1 196672978 196673164
chr1 196675989 196676066
chr1 196690063 196690236
chr1 196831823 196831993
chr1 197055715 197055890
chr1 197328679 197328789
chr1 197328793 197328903
chr1 197328907 197329004
chr1 197347392 197347480
chr1 197356831 197356854
chr1 197421000 197421014
chr1 197421149 197421271
chr1 197421281 197421838
chr1 197429449 197429615
chr1 197435278 197435388
chr1 197435392 197435499
chr1 197435503 197435613
chr1 197438560 197438676
chr1 197442166 197442173
chr1 200598237 200598314
chr1 200608830 200608929
chr1 200644377 200644518
chr1 200650524 200650677
chr1 202335646 202335752
chr1 202596808 202596964
chr1 202599218 202599352
chr1 202600357 202600469
chr1 203863702 203863726
chr1 204159399 204159596
chr1 204160560 204160679
chr1 204406137 204406314
chr1 204970621 204970748
chr1 205798697 205798816
chr1 207326752 207326838
chr1 207331218 207331297
chr1 207752309 207752310
chr1 207759639 207759725
chr1 207761251 207761447
chr1 209633070 209633134
chr1 209796382 209796553
chr1 209801240 209801396
chr1 210155799 210155911
chr1 210797508 210797683
chr1 212858780 212859191
chr1 212863725 212863870
chr1 212889146 212889258
chr1 212894986 212895009
chr1 215648629 215648767
chr1 215671215 215671294
chr1 215680242 215680377
chr1 215728207 215728385
chr1 215759660 215759842
chr1 215782042 215782197
chr1 215867083 215867171
chr1 215965317 215965447
chr1 215970625 215970777
chr1 216000403 216000456
chr1 216084698 216084726
chr1 216175252 216175331
chr1 216199706 216199996
chr1 216217388 216217540
chr1 216247156 216247227
chr1 216250903 216251099
chr1 216289331 216289411
chr1 216292175 216292293
chr1 216321883 216321976
chr1 216323474 216323696
chr1 216327591 216327629
chr1 218436110 218436148
chr1 218437343 218437497
chr1 218441204 218441360
chr1 219980756 219980858
chr1 219981378 219981458
chr1 219982772 219982845
chr1 220102129 220102278
chr1 220139098 220139140
chr1 220141803 220141949
chr1 220142944 220143021
chr1 224114310 224114397
chr1 224192332 224192347
chr1 224393865 224394014
chr1 224398889 224399035
chr1 224400950 224401070
chr1 224404430 224404571
chr1 224411427 224411535
chr1 225853629 225853792
chr1 225856911 225857018
chr1 225867888 225868031
chr1 225921208 225921372
chr1 225921552 225921645
chr1 225922036 225922059
chr1 225922228 225922384
chr1 226064352 226064480
chr1 226065656 226065810
chr1 226071351 226071465
chr1 226982909 226983035
chr1 226984876 226984924
chr1 228157891 228157992
chr1 230690014 230690154
chr1 230705933 230706201
chr1 231265293 231265421
chr1 231265712 231265788
chr1 231347797 231347926
chr1 231370562 231370699
chr1 231373980 231374100
chr1 234374270 234374390
chr1 235709091 235709309
chr1 236482368 236482607
chr1 236718894 236719014
chr1 236731233 236731315
chr1 236735635 236735709
chr1 236757588 236757633
chr1 236795552 236795738
chr1 236808704 236808774
chr1 236835547 236835688
chr1 236874726 236874847
chr1 237330890 237330983
chr1 237369534 237369609
chr1 237377373 237377436
chr1 237388087 237388184
chr1 237417049 237417116
chr1 237445401 237445455
chr1 237492954 237493088
chr1 237500711 237500904
chr1 237792243 237792324
chr1 237793867 237793882
chr1 237806200 237806284
chr1 237808901 237809036
chr1 237819036 237819193
chr1 237828381 237828422
chr1 239907704 239907949
chr1 240492987 240493259
chr1 241497840 241497971
chr1 241502512 241502571
chr1 241504042 241504246
chr1 241511967 241512144
chr1 241513603 241513714
chr1 241517182 241517278
chr1 243505252 243505335
chr1 243613671 243613740
chr1 243637611 243637731
chr1 243664772 243664884
chr1 243695591 243695717
chr1 244053871 244054074
chr1 244054909 244054992
chr1 244055029 244055179
chr1 244055185 244055209
chr1 244860335 244860416
chr1 244862619 244862624
chr1 247424101 247425378
chr10 47240 47657
chr10 47660 48115
chr10 48804 48913
chr10 49182 49233
chr10 242027 242140
chr10 252348 252455
chr10 1096170 1096229
chr10 4991860 4991914
chr10 4995756 4995866
chr10 6025838 6026026
chr10 11328926 11329030
chr10 13109231 13109289
chr10 13110274 13110420
chr10 17019834 17019984
chr10 17041033 17041219
chr10 17045007 17045187
chr10 17045941 17046095
chr10 17071426 17071605
chr10 17085601 17085760
chr10 17123573 17123684
chr10 17235169 17235391
chr10 18538180 18538258
chr10 23193017 23193175
chr10 24595888 24596044
chr10 26088203 26088406
chr10 26125398 26125609
chr10 30313909 30313972
chr10 43100470 43100723
chr10 43102506 43102630
chr10 43118373 43118481
chr10 43123671 43123809
chr10 49471039 49471121
chr10 49474027 49474099
chr10 49482771 49482864
chr10 49500538 49500669
chr10 49620495 49620614
chr10 49651884 49652007
chr10 49664777 49664957
chr10 51467723 51467837
chr10 54183444 54183507
chr10 54317352 54317442
chr10 58390786 58390861
chr10 62813363 62813620
chr10 67811584 67811664
chr10 68416775 68416856
chr10 68459104 68459236
chr10 69232764 69232913
chr10 69247360 69247594
chr10 69369441 69369625
chr10 69382487 69382599
chr10 69382611 69382792
chr10 69384333 69384482
chr10 69392125 69392309
chr10 69398595 69398829
chr10 69572639 69572797
chr10 70435286 70435478
chr10 70598497 70599182
chr10 71511120 71511180
chr10 71570790 71570919
chr10 71615504 71615617
chr10 71617205 71617304
chr10 71677456 71677625
chr10 71682445 71682573
chr10 71702022 71702212
chr10 71702632 71702695
chr10 71706897 71706929
chr10 71725372 71725521
chr10 71734240 71734342
chr10 71739644 71739773
chr10 71740822 71740915
chr10 71779312 71779448
chr10 71784942 71785101
chr10 71785631 71785739
chr10 71788997 71789043
chr10 71799492 71799630
chr10 71803209 71803382
chr10 71805806 71805998
chr10 71807283 71807407
chr10 71819730 71819901
chr10 71825837 71825894
chr10 71828014 71828155
chr10 73842458 73842542
chr10 74525256 74525427
chr10 74670183 74670270
chr10 74708321 74708425
chr10 74969660 74969776
chr10 77039528 77039638
chr10 77073097 77073235
chr10 77090400 77090492
chr10 77110173 77110344
chr10 77251195 77251254
chr10 77980220 77980274
chr10 77981428 77981560
chr10 77982154 77982319
chr10 77985170 77985341
chr10 77985903 77985986
chr10 77991054 77991168
chr10 77993197 77993368
chr10 77999981 78000077
chr10 78000976 78001095
chr10 78002197 78002309
chr10 78009975 78009992
chr10 78013650 78013791
chr10 78019162 78019266
chr10 78021546 78021683
chr10 78021860 78022023
chr10 79216169 79216275
chr10 79557212 79557562
chr10 80273805 80273884
chr10 80274520 80274654
chr10 80275017 80275200
chr10 80276394 80276595
chr10 80280173 80280317
chr10 80283916 80284039
chr10 84200601 84200688
chr10 84212179 84212354
chr10 86717964 86718109
chr10 86732887 86732974
chr10 86919172 86919470
chr10 87053342 87053405
chr10 87060915 87061053
chr10 87062656 87062785
chr10 87864509 87864549
chr10 87894025 87894110
chr10 87925513 87925558
chr10 87933013 87933252
chr10 87952118 87952181
chr10 87952193 87952260
chr10 87957853 87958020
chr10 87960894 87961125
chr10 89007753 89007838
chr10 89014130 89014384
chr10 89214888 89215062
chr10 89215938 89216010
chr10 89222511 89222583
chr10 89225092 89225229
chr10 89226895 89227005
chr10 89228200 89228399
chr10 89245676 89245794
chr10 90912953 90912977
chr10 92593427 92593453
chr10 92609020 92609206
chr10 92613377 92613620
chr10 93408787 93408916
chr10 93593872 93594036
chr10 93600393 93600500
chr10 93600667 93600801
chr10 93620632 93620785
chr10 93621974 93622073
chr10 93626640 93626705
chr10 93634758 93634908
chr10 93640070 93640217
chr10 93640920 93641030
chr10 93655760 93655861
chr10 93659104 93659168
chr10 93663028 93663118
chr10 93758247 93758360
chr10 94270486 94270603
chr10 94304482 94304562
chr10 97445756 97445848
chr10 98417585 98417727
chr10 99818790 99818958
chr10 99836091 99836291
chr10 99845624 99845783
chr10 100178133 100178195
chr10 100183756 100183838
chr10 100749748 100749915
chr10 100750694 100750892
chr10 100779498 100779514
chr10 100827013 100827096
chr10 100989644 100989885
chr10 100990436 100990544
chr10 100993190 100993361
chr10 101021798 101021946
chr10 101022209 101022301
chr10 101023896 101024040
chr10 102592582 102592725
chr10 103049707 103049838
chr10 103277491 103278277
chr10 110593073 110593190
chr10 110797532 110797649
chr10 113858528 113858681
chr10 113876521 113876790
chr10 119169231 119169343
chr10 119173737 119173873
chr10 119676815 119677048
chr10 121487354 121487425
chr10 121487991 121488114
chr10 121496532 121496723
chr10 121498495 121498606
chr10 121500826 121500947
chr10 121519979 121520153
chr10 122511970 122512066
chr10 123041215 123041380
chr10 123043046 123043169
chr10 123047209 123047299
chr10 123053061 123053161
chr10 125773831 125774015
chr10 125794880 125794979
chr10 125812214 125812289
chr10 125815034 125815131
chr10 125816177 125816261
chr10 125816437 125816446
chr10 133293039 133293239
chr11 687911 687999
chr11 799421 799566
chr11 799815 799928
chr11 819746 819906
chr11 1443489 1443636
chr11 1753521 1753671
chr11 1757324 1757452
chr11 1758969 1759088
chr11 1759516 1759634
chr11 2135367 2135437
chr11 2159802 2159873
chr11 2160785 2160891
chr11 2165680 2165764
chr11 2166002 2166059
chr11 2166480 2166550
chr11 2445468 2445485
chr11 2527928 2528019
chr11 2570628 2570755
chr11 2572013 2572110
chr11 2572846 2572894
chr11 2572948 2572987
chr11 2583435 2583546
chr11 2585212 2585227
chr11 2768844 2768920
chr11 2775960 2776055
chr11 2776986 2777033
chr11 2777976 2778038
chr11 2885244 2885396
chr11 2917988 2918096
chr11 3018620 3018750
chr11 3019139 3019268
chr11 3040896 3040973
chr11 3967599 3967683
chr11 4083263 4083348
chr11 5225718 5225727
chr11 5226775 5226800
chr11 5233991 5234214
chr11 5234342 5234431
chr11 6390857 6390917
chr11 6391384 6391579
chr11 6393216 6393388
chr11 6393617 6393694
chr11 6393896 6393945
chr11 6616661 6616860
chr11 6616975 6617068
chr11 6617301 6617429
chr11 6619384 6619401
chr11 8436027 8436140
chr11 9141940 9142109
chr11 9816840 9817025
chr11 10500086 10500250
chr11 10764308 10764437
chr11 11352148 11353005
chr11 12937109 12937211
chr11 13711928 13712012
chr11 13714622 13714681
chr11 17393003 17393129
chr11 17393697 17393760
chr11 17394266 17394400
chr11 17395172 17395276
chr11 17395610 17395719
chr11 17395852 17395931
chr11 17396916 17397006
chr11 17397684 17397798
chr11 17398339 17398442
chr11 17402661 17402754
chr11 17404512 17404670
chr11 17412666 17412747
chr11 17427049 17427155
chr11 17427867 17427943
chr11 17442720 17442883
chr11 17448516 17448672
chr11 17453119 17453284
chr11 17460488 17460605
chr11 17531154 17531283
chr11 17771938 17772426
chr11 19188213 19188305
chr11 19192337 19192428
chr11 22250742 22250847
chr11 26534456 26534563
chr11 27657845 27658168
chr11 30233570 30233777
chr11 31793764 31793803
chr11 31794032 31794115
chr11 31794630 31794691
chr11 31800691 31800857
chr11 31801561 31801777
chr11 31801871 31801913
chr11 31802704 31802835
chr11 32389178 32389180
chr11 32391972 32392065
chr11 32392666 32392756
chr11 32396257 32396336
chr11 32399948 32400043
chr11 32417577 32417655
chr11 33710189 33710344
chr11 33717370 33717464
chr11 36574181 36574300
chr11 36574478 36574681
chr11 36592696 36592905
chr11 44114185 44114302
chr11 44126816 44126956
chr11 46312612 46312671
chr11 46704841 46704924
chr11 46705009 46705077
chr11 46705270 46705434
chr11 46720523 46720548
chr11 46726797 46726838
chr11 46727996 46728164
chr11 46728664 46728838
chr11 46729380 46729562
chr11 46739265 46739394
chr11 46899387 46899496
chr11 46899863 46899969
chr11 47268550 47268694
chr11 47275899 47276203
chr11 47276732 47276864
chr11 47332072 47332259
chr11 47333194 47333323
chr11 47337690 47337784
chr11 47338520 47338680
chr11 47339651 47339786
chr11 47341991 47342152
chr11 47342931 47342936
chr11 47346207 47346220
chr11 47441611 47441734
chr11 47582088 47582214
chr11 47582349 47582463
chr11 48123615 48123869
chr11 57602035 57602170
chr11 57606010 57606214
chr11 57614328 57614573
chr11 57659837 57660083
chr11 57738664 57738771
chr11 57738974 57739040
chr11 61316492 61316568
chr11 61326779 61326894
chr11 61345260 61345367
chr11 61346351 61346489
chr11 61773967 61774163
chr11 61776322 61776433
chr11 61779263 61779338
chr11 61783527 61783601
chr11 61959824 61959905
chr11 64298110 64298223
chr11 64592779 64592883
chr11 64593405 64593560
chr11 64598516 64598640
chr11 64599676 64599891
chr11 64735915 64735981
chr11 64736753 64737035
chr11 64739360 64739477
chr11 65186170 65186339
chr11 65187955 65188041
chr11 65345962 65346059
chr11 65346247 65346360
chr11 65348850 65348932
chr11 65547440 65547568
chr11 65547691 65547822
chr11 65608268 65608449
chr11 65661687 65661869
chr11 65712922 65713002
chr11 65716889 65716983
chr11 65718590 65718750
chr11 65868295 65868422
chr11 65869858 65869977
chr11 65870537 65870659
chr11 65871281 65871364
chr11 66515540 66515587
chr11 66563942 66564008
chr11 66564088 66564147
chr11 66564887 66565007
chr11 66565831 66565928
chr11 66566291 66566405
chr11 66710959 66711030
chr11 66713631 66713747
chr11 66714316 66714366
chr11 66715222 66715396
chr11 66715830 66715971
chr11 66853294 66853384
chr11 66863774 66863957
chr11 66870302 66870454
chr11 66871804 66871872
chr11 67279839 67279901
chr11 67487006 67487186
chr11 67490790 67490894
chr11 67521952 67521965
chr11 67608634 67608723
chr11 67609452 67609636
chr11 67610381 67610573
chr11 67611906 67611979
chr11 68033215 68033284
chr11 68036301 68036382
chr11 68171232 68171252
chr11 68171543 68171710
chr11 68365571 68365699
chr11 68406524 68406646
chr11 68433610 68433726
chr11 68436891 68437000
chr11 68760225 68760339
chr11 68780640 68780746
chr11 68781771 68781960
chr11 68911454 68911604
chr11 68914823 68915024
chr11 68917883 68917884
chr11 68929183 68929358
chr11 70206135 70206389
chr11 70661596 70661657
chr11 71455110 71455171
chr11 71464053 71464143
chr11 71491834 71491904
chr11 72195271 72195460
chr11 72195612 72195748
chr11 72233075 72233164
chr11 72233441 72233523
chr11 72233655 72233738
chr11 72294022 72294127
chr11 72307199 72307255
chr11 72358880 72359009
chr11 72402966 72403053
chr11 72584551 72584729
chr11 73969961 73970061
chr11 75568731 75568830
chr11 77147858 77147951
chr11 77156660 77156782
chr11 77156862 77157005
chr11 77157279 77157393
chr11 77160163 77160283
chr11 77162120 77162331
chr11 77162853 77162989
chr11 77166056 77166163
chr11 77172748 77172886
chr11 77177549 77177585
chr11 77179064 77179126
chr11 77179738 77179800
chr11 77179876 77179938
chr11 77190020 77190140
chr11 77197481 77197599
chr11 77205462 77205618
chr11 77206097 77206149
chr11 77207289 77207403
chr11 77208430 77208518
chr11 77211152 77211338
chr11 77212952 77213036
chr11 77213860 77213980
chr11 77214607 77214664
chr11 77332730 77332868
chr11 77336086 77336283
chr11 78436694 78436815
chr11 78443661 78443759
chr11 78493063 78493196
chr11 78528842 78528937
chr11 78559539 78559620
chr11 86264172 86264264
chr11 86952273 86952471
chr11 88294024 88294509
chr11 88296133 88296265
chr11 88300530 88300597
chr11 88312450 88312554
chr11 88334937 88335074
chr11 89178557 89178610
chr11 89227933 89227968
chr11 94067496 94067751
chr11 94110903 94111066
chr11 95844953 95845160
chr11 95861992 95862028
chr11 101504504 101504656
chr11 102952012 102952174
chr11 102954156 102954282
chr11 102955341 102955494
chr11 103128910 103129006
chr11 103155331 103155466
chr11 103170189 103170291
chr11 103177592 103177821
chr11 103179026 103179234
chr11 103186455 103186502
chr11 103187340 103187587
chr11 103304595 103304721
chr11 103455186 103455296
chr11 105926741 105926940
chr11 105933722 105933970
chr11 108133823 108133938
chr11 108134221 108134317
chr11 108135142 108135243
chr11 108142437 108142505
chr11 108142529 108142551
chr11 108143983 108144048
chr11 108147270 108147385
chr11 108227625 108227697
chr11 108235670 108235837
chr11 108330214 108330422
chr11 108331444 108331558
chr11 108335092 108335110
chr11 108335845 108335962
chr11 108343222 108343372
chr11 108345743 108345909
chr11 108353766 108353881
chr11 110231873 110232034
chr11 111498604 111498654
chr11 111910186 111910450
chr11 111911524 111911724
chr11 116785598 116785637
chr11 116927219 116927381
chr11 117351790 117351863
chr11 117989442 117989587
chr11 118168585 118168747
chr11 118478071 118478202
chr11 118484934 118484976
chr11 118490249 118490250
chr11 118499835 118499914
chr11 118521897 118522098
chr11 118755402 118755504
chr11 118756260 118756324
chr11 119029222 119029334
chr11 119081117 119081233
chr11 119088282 119088309
chr11 119089082 119089132
chr11 119089217 119089273
chr11 119089683 119089761
chr11 119090190 119090266
chr11 119091413 119091527
chr11 119092125 119092164
chr11 119092404 119092446
chr11 119092758 119092812
chr11 119092935 119093022
chr11 119278211 119278298
chr11 119278510 119278543
chr11 119339349 119339768
chr11 119341551 119341773
chr11 119342886 119343004
chr11 119345420 119345632
chr11 120956780 120956954
chr11 121160135 121160422
chr11 121168054 121168218
chr11 121187832 121187995
chr11 123084519 123084714
chr11 123642446 123642672
chr11 124626904 124627036
chr11 124868831 124869121
chr11 124871019 124871139
chr11 124873750 124873863
chr11 124875111 124875336
chr11 124875575 124875686
chr11 124894201 124894370
chr11 124895458 124895686
chr11 124924729 124925055
chr11 125989637 125989760
chr11 126271544 126271658
chr11 126272969 126273080
chr11 126275327 126275429
chr11 126277435 126277594
chr11 128810470 128810712
chr11 128911433 128911853
chr11 130196570 130196688
chr11 130209662 130209818
chr11 132657109 132657320
chr11 134144241 134144366
chr11 134257088 134257258
chr11 134258515 134258594
chr11 134258603 134258625
chr11 134261275 134261373
chr12 2448976 2449116
chr12 2457567 2457707
chr12 2504860 2504946
chr12 2566483 2566583
chr12 2567569 2567795
chr12 2581590 2581798
chr12 2584503 2584562
chr12 2608511 2608683
chr12 2939311 2939427
chr12 4911877 4912632
chr12 5949021 5949204
chr12 5949786 5949870
chr12 5971662 5971710
chr12 5976111 5976261
chr12 5985045 5985120
chr12 5985563 5985666
chr12 6013488 6013646
chr12 6016089 6016233
chr12 6016754 6016854
chr12 6018834 6018927
chr12 6019059 6019589
chr12 6021986 6022036
chr12 6025580 6025694
chr12 6034688 6034778
chr12 6036453 6036492
chr12 6044291 6044408
chr12 6052608 6052775
chr12 6057849 6058045
chr12 6110374 6110583
chr12 6333367 6333517
chr12 6333737 6333813
chr12 6333816 6333866
chr12 6334091 6334158
chr12 6465851 6466001
chr12 6582615 6582749
chr12 6587806 6587950
chr12 6591466 6591584
chr12 6591694 6591757
chr12 6592704 6592818
chr12 6593091 6593229
chr12 6593416 6593617
chr12 6594459 6594561
chr12 6599773 6599911
chr12 6601437 6601531
chr12 7082033 7082107
chr12 7086379 7086458
chr12 7090057 7090249
chr12 7091452 7091641
chr12 7209683 7209841
chr12 8605255 8605486
chr12 8939305 8939457
chr12 11884450 11884588
chr12 11885926 11886027
chr12 13567226 13567264
chr12 13571804 13571965
chr12 13608603 13608833
chr12 13611725 13611851
chr12 13615114 13615268
chr12 13615493 13615665
